LabVIEW Measurement																																
0	7.614569	7.644853	0.394415	0.080458	2.042658	-12921.84104	-10942.68189	-2985.052536	-11960.7921	-12407.89465	7.478803	68.760334	20.668522	23.294802	25.173694	22.994177	22.687568	-2.909848	1.247948	0.960743	240820.5765	-0.191521	12.299191	-0.069483	0	2.033829	-0.124442	-0.124451	0	3.118685	10.458206	0.400032
0.2	7.614238	7.644129	0.395572	0.081165	2.041219	-12919.95685	-10943.62054	-2985.027722	-11952.81401	-12399.91656	7.482262	68.779632	20.669681	23.296231	25.176604	23.001063	22.679628	-2.909967	1.248093	0.960942	240836.2876	-0.191065	12.300241	-0.069176	0	2.033606	-0.124447	-0.124453	0	3.119185	10.449597	0.400096
0.4	7.613843	7.644158	0.398471	0.082495	2.043465	-12921.46885	-10945.8003	-2985.164689	-11947.66076	-12394.7633	7.485813	68.809094	20.6704	23.297563	25.184105	22.993636	22.673013	-2.910066	1.247358	0.960015	240860.0931	-0.190593	12.301619	-0.068896	0	2.034308	-0.124456	-0.124453	0	3.119949	10.429344	0.400194
0.6	7.613088	7.644587	0.401132	0.082884	2.044947	-12930.28227	-10945.84335	-2985.348597	-11950.26137	-12397.36391	7.489666	68.807096	20.668413	23.297371	25.191818	22.978772	22.674496	-2.909977	1.247524	0.960327	240877.5594	-0.190231	12.303515	-0.068892	0	2.035232	-0.124456	-0.124447	0	3.119897	10.411923	0.400188
0.8	7.612767	7.644503	0.400674	0.081505	2.042945	-12930.39199	-10943.88953	-2985.499157	-11960.58952	-12407.69207	7.493507	68.770522	20.665349	23.295982	25.192453	22.972014	22.683531	-2.909837	1.247806	0.961975	240891.1772	-0.190677	12.30527	-0.069178	0	2.034392	-0.124451	-0.124442	0	3.118949	10.416786	0.400066
1	7.612915	7.64402	0.397789	0.080037	2.048731	-12920.03574	-10942.47319	-2985.223981	-11975.03388	-12422.13643	7.49724	68.75166	20.66238	23.293979	25.185902	22.975726	22.691907	-2.90986	1.247173	0.962929	240904.7874	-0.191146	12.306251	-0.069545	0	2.032689	-0.124448	-0.124443	0	3.11846	10.438388	0.400003
1.2	7.612786	7.643347	0.395458	0.079571	2.055751	-12908.37953	-10942.10961	-2984.943472	-11982.61512	-12429.71767	7.501017	68.761612	20.661139	23.294322	25.179434	22.982971	22.694782	-2.909775	1.24746	0.962632	240895.4299	-0.191376	12.306805	-0.06977	0	2.032426	-0.124448	-0.124447	0	3.118718	10.455241	0.400037
1.4	7.612794	7.642741	0.39518	0.079971	2.048987	-12897.46428	-10942.28774	-2985.110854	-11978.75383	-12425.85638	7.504625	68.763174	20.661329	23.296692	25.179669	22.986033	22.694382	-2.909476	1.248296	0.962221	240871.1904	-0.191797	12.307753	-0.069681	0	2.033198	-0.124452	-0.124448	0	3.118759	10.457327	0.400042
1.6	7.612837	7.642527	0.396089	0.080341	2.042847	-12888.42777	-10942.24081	-2985.188419	-11973.94092	-12421.04347	7.507993	68.74931	20.657302	23.296461	25.18571	22.981949	22.694265	-2.909359	1.248948	0.962511	240865.1356	-0.191692	12.309399	-0.06948	0	2.033966	-0.124458	-0.124443	0	3.118399	10.451873	0.399996
1.8	7.612319	7.642469	0.397	0.080175	2.043047	-12884.69819	-10942.15854	-2985.3021	-11977.54314	-12424.64569	7.51142	68.744373	20.651006	23.29428	25.189431	22.976172	22.697178	-2.909387	1.249217	0.962766	240867.8958	-0.191511	12.311392	-0.069462	0	2.033352	-0.12446	-0.124436	0	3.118271	10.446881	0.399979
2	7.611794	7.641935	0.399307	0.080459	2.040791	-12896.5806	-10943.011	-2985.592601	-11983.44088	-12430.54343	7.514888	68.755229	20.653486	23.292502	25.18367	22.976691	22.700645	-2.909483	1.248637	0.962667	240865.0393	-0.191609	12.313241	-0.069411	0	2.031051	-0.124453	-0.124434	0	3.118553	10.430429	0.400015
2.2	7.611608	7.640991	0.402107	0.081305	2.043798	-12916.06532	-10943.99818	-2985.668055	-11978.37475	-12425.4773	7.518302	68.769386	20.664222	23.290911	25.17501	22.98408	22.698408	-2.909757	1.248155	0.962054	240858.5126	-0.191759	12.314541	-0.069329	0	2.029911	-0.124441	-0.124436	0	3.11892	10.409303	0.400062
2.4	7.611159	7.640484	0.399949	0.081482	2.048434	-12907.87149	-10944.14384	-2985.486029	-11963.95002	-12411.05257	7.521741	68.778047	20.671638	23.292006	25.170971	22.992522	22.692029	-2.90998	1.248495	0.961005	240847.3329	-0.191326	12.315784	-0.069445	0	2.03076	-0.124438	-0.124438	0	3.119144	10.425618	0.400091
2.6	7.610444	7.640502	0.392554	0.081195	2.051047	-12868.4494	-10944.18933	-2985.223756	-11955.98373	-12403.08628	7.525182	68.781393	20.6714	23.295139	25.17237	22.997227	22.689241	-2.909931	1.249378	0.960774	240836.6081	-0.19048	12.317627	-0.069597	0	2.031874	-0.124444	-0.124439	0	3.119231	10.482529	0.400102
2.8	7.610286	7.640514	0.386563	0.080853	2.053772	-12830.99157	-10943.92951	-2985.240886	-11959.51364	-12406.61618	7.528674	68.787355	20.667422	23.294542	25.180504	22.998219	22.689605	-2.909769	1.249521	0.961263	240832.0746	-0.190692	12.319518	-0.069707	0	2.032054	-0.124446	-0.12444	0	3.119385	10.529785	0.400122
3	7.610475	7.640138	0.385777	0.080375	2.046444	-12820.22986	-10943.38474	-2985.205795	-11964.05206	-12411.15461	7.53233	68.802154	20.667056	23.291561	25.18624	22.9979	22.688521	-2.909775	1.248223	0.961863	240836.9205	-0.19111	12.320915	-0.069802	0	2.031387	-0.12444	-0.12444	0	3.119769	10.536807	0.400171
3.2	7.610148	7.639438	0.386635	0.080374	2.035967	-12833.83854	-10943.32138	-2984.920447	-11962.20633	-12409.30888	7.536044	68.824672	20.674954	23.291835	25.178961	22.99742	22.685434	-2.909977	1.247486	0.962368	240860.8829	-0.190899	12.322129	-0.069802	0	2.030867	-0.124435	-0.124444	0	3.120352	10.530201	0.400246
3.4	7.609393	7.638855	0.384986	0.081083	2.029578	-12842.92596	-10943.72089	-2985.038851	-11955.1734	-12402.27595	7.539638	68.841473	20.685829	23.295079	25.170996	22.99819	22.678682	-2.910109	1.247859	0.961996	240886.1865	-0.19122	12.323463	-0.069739	0	2.031057	-0.124434	-0.124451	0	3.120787	10.542771	0.400302
3.6	7.608736	7.63875	0.38276	0.082052	2.019461	-12831.97543	-10944.06784	-2985.432398	-11949.69779	-12396.80033	7.543171	68.836891	20.688012	23.297309	25.175494	23.0003	22.673592	-2.910031	1.248105	0.961457	240882.6943	-0.191732	12.324961	-0.069615	0	2.032144	-0.124439	-0.124452	0	3.120669	10.56098	0.400287
3.8	7.608415	7.639121	0.383862	0.083098	2.011856	-12829.9068	-10943.46482	-2985.605378	-11953.53388	-12400.63642	7.546618	68.814142	20.678577	23.297093	25.183188	22.999376	22.679947	-2.909928	1.248726	0.96145	240873.5162	-0.191812	12.326475	-0.0695	0	2.033822	-0.124444	-0.124447	0	3.120079	10.5546	0.400211
4	7.608082	7.639259	0.386518	0.083283	2.014297	-12857.69697	-10942.9672	-2985.534436	-11965.16513	-12412.26768	7.549932	68.803944	20.666832	23.295044	25.185901	22.996251	22.690161	-2.909843	1.248993	0.96165	240872.1532	-0.191784	12.327683	-0.069489	0	2.035327	-0.124451	-0.12444	0	3.119815	10.535746	0.400177
4.2	7.607546	7.638839	0.384689	0.081658	2.025876	-12882.08014	-10944.1781	-2985.512378	-11975.72558	-12422.82813	7.55348	68.844755	20.662228	23.293717	25.187114	22.997373	22.691521	-2.909705	1.247634	0.96156	240870.295	-0.191497	12.328387	-0.069502	0	2.036166	-0.12446	-0.12444	0	3.120872	10.549845	0.400313
4.4	7.607137	7.638261	0.377549	0.080646	2.0379	-12871.25948	-10945.59027	-2985.470027	-11981.72572	-12428.82826	7.55727	68.919174	20.665006	23.294919	25.187396	23.000276	22.684726	-2.909729	1.2476	0.961202	240866.3681	-0.191065	12.32898	-0.069611	0	2.036605	-0.124461	-0.124447	0	3.1228	10.60432	0.40056
4.6	7.606915	7.637815	0.371224	0.081689	2.039726	-12840.35853	-10945.03508	-2985.313768	-11986.34794	-12433.45049	7.560968	68.953595	20.668263	23.296091	25.186111	23.000744	22.678168	-2.90983	1.248636	0.961333	240843.8927	-0.191252	12.330106	-0.069831	0	2.036823	-0.124453	-0.124449	0	3.123691	10.653585	0.400674
4.8	7.606564	7.637807	0.370289	0.082311	2.035969	-12826.21767	-10943.75242	-2985.447781	-11993.47024	-12440.57279	7.564557	68.9364	20.667261	23.295907	25.185731	22.998205	22.680142	-2.909684	1.247944	0.961695	240804.8722	-0.192282	12.331669	-0.069833	0	2.036102	-0.124449	-0.124447	0	3.123246	10.662189	0.400617
5	7.606069	7.637861	0.371632	0.081759	2.025049	-12837.61385	-10943.23445	-2985.727099	-11999.75355	-12446.85609	7.56812	68.91877	20.662061	23.295292	25.186596	22.992363	22.688675	-2.909513	1.247479	0.962184	240768.3665	-0.192918	12.333038	-0.069488	0	2.033899	-0.124451	-0.124442	0	3.122789	10.653049	0.400559
5.2	7.606053	7.637418	0.370357	0.080737	2.003202	-12840.76333	-10942.61405	-2985.577614	-11999.61778	-12446.72033	7.571706	68.925788	20.657352	23.294416	25.187131	22.989546	22.694841	-2.90959	1.247576	0.962686	240760.3045	-0.192248	12.333964	-0.069236	0	2.032095	-0.124456	-0.124432	0	3.122971	10.663271	0.400582
5.4	7.606304	7.636674	0.370024	0.079374	1.990307	-12837.90819	-10942.08067	-2985.196484	-11998.3934	-12445.49595	7.575234	68.982648	20.656692	23.293366	25.186204	22.994529	22.694988	-2.909729	1.247298	0.962781	240769.056	-0.191461	12.334942	-0.069301	0	2.031484	-0.124456	-0.124432	0	3.124443	10.665794	0.400771
5.6	7.606002	7.635988	0.375442	0.079221	1.991148	-12868.44809	-10942.95661	-2985.231687	-11999.48079	-12446.58334	7.578731	69.051843	20.659537	23.293277	25.186694	23.000414	22.69139	-2.909736	1.246926	0.962601	240750.6883	-0.191517	12.336219	-0.069534	0	2.031453	-0.124452	-0.124443	0	3.126233	10.624038	0.401001
5.8	7.605415	7.635697	0.38319	0.080277	1.996623	-12922.26262	-10943.98619	-2985.669406	-12001.06793	-12448.17047	7.582225	69.070048	20.663329	23.294123	25.191133	22.999485	22.688671	-2.909652	1.24631	0.961896	240727.4595	-0.191916	12.337772	-0.069719	0	2.032857	-0.12445	-0.124453	0	3.126704	10.565599	0.401061
6	7.604901	7.635582	0.388462	0.080659	2.017083	-12960.7028	-10943.18525	-2986.066658	-12005.02475	-12452.1273	7.585693	69.063542	20.664832	23.294129	25.192142	22.992923	22.690059	-2.909476	1.246282	0.96126	240727.3568	-0.192502	12.339573	-0.069687	0	2.033473	-0.124449	-0.124453	0	3.126536	10.526897	0.401039
6.2	7.604621	7.635126	0.389929	0.079902	2.044425	-12966.69073	-10942.06092	-2985.982586	-12005.81579	-12452.91834	7.589189	69.055743	20.66422	23.291927	25.185693	22.98863	22.694948	-2.909371	1.246925	0.961613	240715.1651	-0.192941	12.341086	-0.069635	0	2.030953	-0.124446	-0.124444	0	3.126334	10.516368	0.401013
6.4	7.604716	7.634416	0.389758	0.078886	2.062691	-12954.72295	-10941.4291	-2985.654307	-11998.73928	-12445.84183	7.592639	69.018431	20.663516	23.289834	25.175459	22.993885	22.698599	-2.909493	1.247341	0.962391	240690.6433	-0.19295	12.342301	-0.069661	0	2.028922	-0.124445	-0.124435	0	3.125369	10.517541	0.40089
6.6	7.60452	7.633909	0.392429	0.079172	2.072237	-12953.74325	-10941.43581	-2985.311554	-11991.08636	-12438.18891	7.596069	68.951164	20.66619	23.292148	25.167544	23.004748	22.696843	-2.909725	1.247874	0.962824	240691.9838	-0.192289	12.34353	-0.069509	0	2.029674	-0.124446	-0.124433	0	3.123628	10.497423	0.400666
6.8	7.603724	7.633832	0.398038	0.080454	2.066685	-12969.47886	-10942.8949	-2984.925075	-11983.32376	-12430.42631	7.599516	68.916188	20.672039	23.295822	25.16839	23.01243	22.691257	-2.909996	1.248135	0.96229	240707.2212	-0.191346	12.344632	-0.069307	0	2.031154	-0.124447	-0.124436	0	3.122722	10.456021	0.40055
7	7.60297	7.633812	0.401157	0.08118	2.054454	-12981.16113	-10944.18534	-2984.94392	-11972.75235	-12419.8549	7.602851	68.936147	20.673555	23.295781	25.172853	23.015099	22.686773	-2.910098	1.248326	0.961688	240713.7296	-0.191225	12.345855	-0.069469	0	2.033083	-0.124448	-0.124438	0	3.123239	10.433906	0.400616
7.2	7.602709	7.633472	0.400208	0.081522	2.046371	-12972.03702	-10944.45538	-2985.227501	-11970.36876	-12417.47131	7.606179	68.962717	20.669474	23.293797	25.174563	23.014565	22.68536	-2.909998	1.249369	0.962018	240719.4081	-0.191785	12.347288	-0.069647	0	2.034212	-0.12445	-0.124441	0	3.123927	10.44191	0.400705
7.4	7.602785	7.633038	0.400705	0.081775	2.0346	-12953.1604	-10943.90519	-2985.357376	-11977.04688	-12424.14942	7.609657	68.964993	20.668934	23.291926	25.172503	23.0133	22.684094	-2.909947	1.249787	0.962106	240721.0607	-0.192337	12.348555	-0.069622	0	2.032952	-0.124448	-0.124449	0	3.123986	10.438748	0.400712
7.6	7.60287	7.632631	0.404743	0.081353	2.026789	-12946.46783	-10942.49274	-2985.138157	-11975.25357	-12422.35612	7.613234	68.934106	20.676891	23.292133	25.166609	23.013677	22.680207	-2.909999	1.249523	0.961352	240708.9721	-0.192346	12.349748	-0.069753	0	2.031252	-0.124442	-0.124451	0	3.123186	10.409021	0.40061
7.8	7.602482	7.63237	0.406773	0.080677	2.033819	-12949.6333	-10942.01234	-2984.688751	-11964.59988	-12411.70243	7.616843	68.882866	20.685052	23.295972	25.166539	23.014908	22.675361	-2.909985	1.248902	0.960721	240689.3562	-0.191624	12.35087	-0.069759	0	2.031545	-0.124439	-0.124446	0	3.12186	10.394487	0.40044
8	7.60168	7.632667	0.402661	0.080338	2.050108	-12934.35736	-10943.07907	-2984.442016	-11958.91827	-12406.02082	7.620273	68.849364	20.682188	23.298588	25.176904	23.016102	22.67401	-2.909939	1.247747	0.961171	240673.6026	-0.190325	12.352021	-0.069393	0	2.033303	-0.124442	-0.124445	0	3.120992	10.426569	0.400328
8.2	7.601278	7.633199	0.394714	0.080146	2.064531	-12889.91322	-10943.68026	-2984.694629	-11959.76231	-12406.86485	7.623397	68.829494	20.670046	23.297585	25.186473	23.015484	22.679051	-2.909935	1.247839	0.961677	240674.4813	-0.189722	12.353224	-0.069167	0	2.034589	-0.124445	-0.124449	0	3.120477	10.488051	0.400262
8.4	7.601281	7.633108	0.389219	0.080422	2.068046	-12841.38198	-10943.58904	-2985.162942	-11961.0973	-12408.19985	7.62664	68.80723	20.659613	23.295919	25.190708	23.011137	22.688207	-2.909829	1.248516	0.961198	240673.0816	-0.190457	12.353818	-0.069328	0	2.034807	-0.124446	-0.124452	0	3.1199	10.530165	0.400188
8.6	7.601209	7.632309	0.390796	0.080861	2.061132	-12824.6007	-10943.8247	-2985.410049	-11956.92828	-12404.03083	7.630162	68.794989	20.65786	23.294986	25.189444	23.008603	22.692494	-2.909783	1.248472	0.96059	240647.1363	-0.191501	12.353936	-0.069509	0	2.034468	-0.12445	-0.124451	0	3.119583	10.51733	0.400148
8.8	7.600885	7.6315	0.395758	0.080513	2.043953	-12845.38406	-10944.09088	-2985.385172	-11950.40867	-12397.51122	7.633693	68.762885	20.661624	23.294519	25.181246	23.008224	22.687414	-2.909856	1.248943	0.960522	240620.714	-0.192134	12.354569	-0.069583	0	2.034181	-0.124454	-0.124447	0	3.118751	10.479202	0.400041
9	7.60036	7.631095	0.395934	0.080352	2.02154	-12869.40328	-10943.49556	-2985.296624	-11952.82985	-12399.93239	7.637298	68.686696	20.661835	23.294411	25.174412	23.005173	22.681554	-2.909841	1.249107	0.961018	240616.3948	-0.192224	12.356235	-0.06954	0	2.033958	-0.124454	-0.124442	0	3.116776	10.478564	0.399787
9.2	7.600071	7.630706	0.390914	0.08139	2.014422	-12869.0563	-10942.78862	-2985.391789	-11966.46986	-12413.57241	7.640799	68.622937	20.655845	23.294892	25.177397	23.002985	22.684237	-2.909578	1.248286	0.961255	240626.9776	-0.192279	12.35828	-0.069345	0	2.034139	-0.124452	-0.124437	0	3.115122	10.517752	0.399575
9.4	7.60036	7.630241	0.38743	0.081926	2.020831	-12853.72142	-10943.25421	-2985.535054	-11984.00077	-12431.10331	7.644077	68.603183	20.64841	23.295436	25.185087	23.004089	22.694357	-2.909278	1.248119	0.960899	240639.5681	-0.192265	12.359702	-0.069232	0	2.034459	-0.124454	-0.124435	0	3.11461	10.54507	0.39951
9.6	7.600882	7.629916	0.387781	0.081258	2.025453	-12853.2473	-10943.60836	-2985.514207	-11996.98634	-12444.08888	7.647428	68.602028	20.645361	23.295626	25.187936	23.007242	22.702645	-2.909419	1.248192	0.961106	240663.8112	-0.191952	12.360744	-0.06915	0	2.033963	-0.12445	-0.124437	0	3.11458	10.542986	0.399506
9.8	7.600771	7.62956	0.387941	0.08061	2.036377	-12870.7017	-10942.78635	-2985.400955	-11999.92907	-12447.03161	7.650975	68.602649	20.648559	23.295225	25.18463	23.014558	22.702062	-2.909868	1.248569	0.961419	240693.5339	-0.191908	12.361993	-0.068924	0	2.032393	-0.124442	-0.124442	0	3.114596	10.542303	0.399508
10	7.599998	7.629139	0.384193	0.080313	2.048055	-12871.62278	-10942.3744	-2985.259793	-11994.04729	-12441.14984	7.654538	68.573618	20.655426	23.294317	25.179198	23.02123	22.693864	-2.910115	1.249582	0.961175	240709.485	-0.191966	12.363338	-0.06892	0	2.03128	-0.124438	-0.124448	0	3.113843	10.571332	0.399411
10.2	7.599403	7.628875	0.376467	0.0806	2.048311	-12844.29976	-10942.84218	-2985.249199	-11990.7703	-12437.87284	7.658043	68.497801	20.662115	23.2931	25.178566	23.018468	22.686256	-2.90997	1.249282	0.96143	240707.4917	-0.192053	12.364693	-0.06912	0	2.031115	-0.12444	-0.124449	0	3.111875	10.631556	0.399159
10.4	7.599127	7.628788	0.368528	0.080857	2.040703	-12812.65073	-10942.21137	-2985.639169	-11998.81277	-12445.91532	7.661588	68.433654	20.665051	23.292392	25.182543	23.011243	22.687038	-2.909627	1.247831	0.961961	240704.6427	-0.192703	12.365919	-0.069115	0	2.030502	-0.124446	-0.124443	0	3.11021	10.694375	0.398945
10.6	7.598828	7.628536	0.365692	0.079914	2.021731	-12802.24659	-10941.20577	-2985.770546	-12010.73108	-12457.83362	7.66502	68.429681	20.663841	23.293278	25.182459	23.008218	22.692801	-2.909425	1.247104	0.962074	240725.333	-0.192962	12.366866	-0.069146	0	2.029745	-0.124448	-0.124436	0	3.110106	10.717066	0.398932
10.8	7.598432	7.628115	0.367542	0.078865	2.001389	-12822.73042	-10941.96709	-2985.291401	-12014.42767	-12461.53021	7.668296	68.458557	20.662671	23.294944	25.17637	23.012666	22.695598	-2.909551	1.247241	0.962224	240745.3281	-0.19222	12.367968	-0.069524	0	2.029395	-0.124443	-0.124436	0	3.110856	10.702715	0.399028
11	7.598048	7.627695	0.370976	0.079208	1.990145	-12859.15278	-10943.95624	-2985.071898	-12006.5101	-12453.61264	7.671616	68.476829	20.664796	23.296058	25.170311	23.023528	22.693282	-2.909694	1.24732	0.962472	240753.062	-0.191764	12.369373	-0.069982	0	2.029886	-0.12444	-0.124444	0	3.111331	10.676324	0.399089
11.2	7.597391	7.627353	0.374582	0.080388	1.982486	-12896.78691	-10945.05223	-2985.352604	-11994.25339	-12441.35593	7.675023	68.481049	20.668039	23.297144	25.167936	23.032413	22.688177	-2.90977	1.247174	0.962281	240756.4218	-0.191974	12.370567	-0.069895	0	2.031863	-0.12444	-0.124454	0	3.11144	10.648784	0.399103
11.4	7.596351	7.627035	0.373154	0.081323	1.988437	-12918.08423	-10944.55918	-2985.601448	-11992.04861	-12439.15116	7.678301	68.477506	20.669132	23.29697	25.169852	23.031592	22.68362	-2.909891	1.247604	0.961635	240755.3737	-0.192358	12.371493	-0.069351	0	2.034304	-0.124442	-0.124456	0	3.111348	10.660346	0.399091
11.6	7.595962	7.626578	0.36586	0.081733	2.009325	-12901.99018	-10943.62313	-2985.574861	-12007.49181	-12454.59435	7.681594	68.461974	20.667576	23.293877	25.173687	23.025204	22.681303	-2.909759	1.248197	0.960929	240767.4966	-0.192875	12.372555	-0.06913	0	2.034759	-0.124446	-0.124448	0	3.110945	10.717897	0.39904
11.8	7.596527	7.626036	0.361018	0.081994	2.027352	-12869.73886	-10943.13384	-2985.170996	-12027.36154	-12474.46408	7.685099	68.460669	20.666645	23.291629	25.172361	23.022978	22.681867	-2.909503	1.247962	0.960795	240790.6502	-0.192697	12.373872	-0.069361	0	2.032995	-0.124446	-0.124436	0	3.110911	10.756547	0.399035
12	7.596626	7.625735	0.362756	0.082199	2.034078	-12869.42276	-10943.43913	-2984.672674	-12029.84293	-12476.94548	7.688475	68.489223	20.667974	23.292725	25.164455	23.026966	22.68093	-2.909691	1.247708	0.961118	240803.0769	-0.191481	12.37527	-0.069514	0	2.031714	-0.124448	-0.124435	0	3.111652	10.74334	0.39913
12.2	7.595681	7.625872	0.366915	0.082063	2.029045	-12898.69615	-10944.31587	-2984.660239	-12013.43482	-12460.53736	7.691675	68.519146	20.67007	23.295146	25.156918	23.031831	22.677104	-2.910082	1.247388	0.960855	240805.5072	-0.190859	12.376544	-0.069402	0	2.032658	-0.12445	-0.124442	0	3.112429	10.711544	0.39923
12.4	7.594862	7.626008	0.369143	0.082062	2.018038	-12913.05963	-10945.43083	-2985.058338	-11997.3048	-12444.40735	7.694927	68.550645	20.66831	23.29713	25.160075	23.032193	22.677779	-2.910075	1.247504	0.96049	240811.8306	-0.191357	12.377515	-0.069216	0	2.034812	-0.124448	-0.124447	0	3.113247	10.695155	0.399335
12.6	7.594738	7.625895	0.369541	0.082033	2.004149	-12904.60968	-10945.67561	-2985.705537	-11994.25235	-12441.3549	7.698245	68.59725	20.659598	23.296769	25.173529	23.028173	22.683526	-2.909865	1.248869	0.961017	240816.1859	-0.192396	12.378181	-0.069018	0	2.035505	-0.124446	-0.124451	0	3.114456	10.692979	0.39949
12.8	7.594862	7.625531	0.370674	0.081141	1.989411	-12891.78331	-10944.86794	-2986.176672	-11998.34199	-12445.44453	7.701702	68.61575	20.652323	23.293328	25.183051	23.023634	22.688811	-2.909664	1.24868	0.961867	240836.2411	-0.193152	12.378803	-0.068906	0	2.034152	-0.124447	-0.124451	0	3.114936	10.684691	0.399551
13	7.594844	7.624856	0.374262	0.080287	1.99011	-12897.993	-10943.12219	-2985.867049	-11998.29884	-12445.40139	7.705274	68.60048	20.653191	23.29112	25.182218	23.02071	22.690564	-2.909486	1.246975	0.962634	240870.4988	-0.192873	12.3797	-0.068962	0	2.032896	-0.124449	-0.124446	0	3.11454	10.656765	0.399501
13.2	7.594713	7.624253	0.377186	0.080216	2.004013	-12930.94466	-10940.9809	-2985.425598	-11994.49345	-12441.59599	7.708674	68.607911	20.658941	23.29295	25.172981	23.019022	22.687417	-2.909461	1.246619	0.963254	240889.9775	-0.192702	12.380853	-0.069233	0	2.03281	-0.124453	-0.124441	0	3.114733	10.63398	0.399525
13.4	7.594284	7.624167	0.374966	0.079922	2.016325	-12940.8076	-10941.03067	-2985.472315	-11990.07276	-12437.1753	7.711791	68.638261	20.66202	23.295291	25.164917	23.018806	22.685308	-2.909597	1.246622	0.962889	240897.705	-0.192713	12.382049	-0.069678	0	2.033409	-0.12446	-0.124443	0	3.11552	10.6517	0.399626
13.6	7.593421	7.624198	0.370323	0.079442	2.033473	-12903.56788	-10942.78827	-2985.639016	-11983.19589	-12430.29844	7.715063	68.664567	20.656491	23.295351	25.167762	23.018394	22.693793	-2.909669	1.2461	0.962149	240891.6242	-0.192213	12.383412	-0.070019	0	2.033885	-0.124457	-0.124444	0	3.116202	10.689123	0.399714
13.8	7.593271	7.623727	0.368331	0.079557	2.045559	-12864.92064	-10943.32008	-2985.798444	-11976.22663	-12423.32918	7.718556	68.696514	20.646635	23.294184	25.172743	23.017488	22.707081	-2.909483	1.246127	0.961815	240895.904	-0.192428	12.384677	-0.070002	0	2.033791	-0.124449	-0.124439	0	3.117031	10.705422	0.39982
14	7.593975	7.622854	0.371157	0.07923	2.038525	-12856.88831	-10942.34856	-2985.950528	-11972.61787	-12419.72041	7.721842	68.732401	20.64295	23.29312	25.171751	23.020614	22.71224	-2.909294	1.246818	0.961591	240912.4309	-0.193675	12.385435	-0.069645	0	2.033136	-0.124447	-0.124437	0	3.117961	10.682923	0.399939
